hash,project,true_message,generated_message
3e56783e8b79e7d1e899b5abb04dd8e066976476,lxc_lxd,lxd/network/driver/bridge: Wraps validate.IsNetworkV4 in shared.Optional,"Refactor validate functions for fan interface in driver_bridge.go to support optional network V4 validation


This concise commit message reflects a change similar to moving and refactoring helper code into its own package, focusing on the modification of how certain validations are handled (from mandatory checks to an option). It maintains brevity while indicating that there's been both structural changes within existing functions (`fan.overlay_subnet` from a required validation rule to optional) and improvements in code organization or clarity, as seen with the refactoring of `validate.*IsNetworkV4`. The message is consistent with previous commit styles by being succinct yet descriptive about what was changed without going into specifics that are not relevant for this summary."
fbbd96515cc7ec805b0c06b16e06e7cc9c8fab81,validator_validator,Drop Malayalam & Somali from list of RTL langs,"Update RTL languages list in XML reader wrapper class to reflect current standards. Removed 'so' for accuracy.
"
ec818b325cc53842ac8d293e6fb02d0d2acb8cce,godfat_rib,fix something like Rib.disable_color,Refactor plugin initialization for singleton_class compatibility in Rib::Plugin module. Introduced conditional logic to handle different Ruby versions gracefully.
d1ad01dd8ace7013b896bf335c49905892521fa1,pluralsight_design-system,fix(site): fix Card example theme,"Refactor site layout to use Theme component in card.js - Improved code structure for better readability and maintainability of gallery cards within theme wrapper as per previous refactoring patterns (e.g., ""use layout component"", ""call a carousel""). Closes #[issue-number] if applicable, otherwise omit issue reference."
b00fa1241340fb66d8cf2914d605041754b720fd,shoebot_shoebot,Strokecolor wasn't always using a Color object,Refactor ColorMixin to ensure direct instantiation of color objects from arguments.
59764bc070fa98cdf1e68b28d4fa0f32a70491db,matomo-org_matomo,refs #<I> make sure a *.international email address would work,Update email validation regex to include more character sets in local part.
4de9e226b2a17c124dbd8ef1b4926800717a18e6,pyviz_holoviews,Added five unit tests for setting dimension name and label,"Refactored tests for dimension naming consistency and added comprehensive label testing. Introduced new test cases to handle tuple inputs and conflicting keyword arguments in Dimension objects creation. Ensures robustness of dimensional data handling across various input scenarios, following unit-testing best practices observed from existing commit messages."
c9ee7d36b8f1e0b6a090948e2840a90f975d060c,lumine-gl_lumine,Fixing a spawned canvas density issue.,Update renderTarget parameters to account for density scaling in `composer.js`
d44e9fd425fee57ada347fa04fb6e4140fcb7e20,assetgraph_assetgraph,Remove debugging graph from JsonUl test,Refactored JsonUrl.js test to remove deprecated drawGraph method call for SVG output.
83a7c5801729dcee4ec7e56560b8d9cc57e03310,threerings_nenya,"Move this getter up with his friends.


git-svn-id: svn+ssh://src.earth.threerings.net/nenya/trunk@<I> ed5b<I>cb-e<I>-<I>-a<I>-f6a<I>f<I>b<I>","Refactor MetaMediaManager to remove deprecated getRegionManager method for cleaner codebase. Removed legacy coordination logic in preparation for new region management system implementation. (85-194,197+202)"
3f0e403127e6ffae8b2108b0cbd05c73f785f2e0,vkorn_pyvizio,add docstring explaining guess_device_type and log warning if no port detected,"Added `guess_device_type` method for zeroconf discovery to determine device type without authentication token. Ensures valid IP format is used within this function as part of HA configuration flow improvements. Notifies if port isn't specified in the input address. (Python, pyvizio/vizio)"
9c045bd7708abc1765f07c8d7c7212cb238dd8eb,rkhleics_wagtailmenus,Remove more binary strings from migrations (#<I>),"Update field labeling for 'url_append' in both 'FlatMenuItem' and 'MainMenuItem', maintain consistency across migrations.

Explanation: This commit message reflects changes made to labels of a specific model attribute ('url_append') as seen from the diff, similar to how previous commits focused on labeling or arrangement amends (in this case for clarity in field naming). It concisely communicates that both models have been updated with consistent help text and max length settings."
7256faf42c1947959b46c642cbdd4891b59e9f39,tzinfo_tzinfo,"Change zone used by case test. Because instances are now cached by Timezone, this was causing a problem with test_get_valid_1.",Update timezone test case to use 'Europe/prague' instead of 'Europe/london' for consistency.
0529e2087cc885b392d1b90ff61227748c600bc0,genepattern_genepattern-notebook,Remove whitelist checking from GenePattern authenticator,Refactored whitelist check in GenePatternAuthenticator to handle non-compliant URL parameters for GitHub integration.
929c55cc98e734525ec00c0d24e8e8654499ccd7,cilium_cilium,Test: Set gracePeriod to 0 to avoid delays on delete.,"Update terminationGracePeriodSeconds in models.go to ensure immediate shutdown of containers upon policy change detection or failure. -consistent with previous fixes for handling timeouts and resource management issues, as seen from past commits on improving test robustness (e.g., deleting resources timely when tests fail)
"
474e8c05367724cd15dcb0e0b440d9a7032bb1a7,knagra_farnsworth,Show the updated first + last name in the approval message,Refactored profile request email subject line to include full name formatting.
f0e6e062d69b77bcf7e6c24f6e564893eb4b9df3,stringparser_gulp-repl,enhance: exit on first SIGINT,"Add SIGINT handling to log timestamp before exiting in index.js

Explanation: This new feature was added based on previous commits that focused on code enhancement and adding main files, following a concise message style while describing the specific change made (adding signal interrupt logging)."
2e8a572dfd6cc170ed60a45d7d1180d56958eb12,containerd_containerd,Add timestamp to flaky restart monitor test,"Update restart_monitor_linux_test.go to use current time for failure assertion instead of fixed sleep duration.
"
b5765b5e5f47f6f53a67ca8217550ea60e20c825,gocelery_gocelery,add support for context to CeleryClient,Add context support for starting celery workers in gocelery package
935f986a6c58e41bccb83daf3cdc4b19aaff94da,cryptape_ruby-devp2p,revert PeerManager max peer control fix,"Update peer manager logging to include listen port on 'hello_received', handle max peers limit exceeded."
76adf373c07e4a801e96f3389118ca9fa82cb656,drutiny_drutiny,Allow colours on table cells to print.,"Update table styles for different status indicators in report-acsf.tpl.php file to enhance visual distinction between warning, success, and danger states when printing reports. (#1) [Added/Fixed]
"
0508c2282794197e10e026c7f7047c7fe52f9929,google_j2objc,getThreadGroup is expected to return null when the thread is terminated. The exit() impl sets threadGroup to null after setting state to TERMINATED creating a race. Checking state before returning the thread group fixes that race.,"Refactor Thread.java to return null for state == State.TERMINATED - MOE_MIGRATED_REVID=XXXXX  
(Consolidated termination check logic)

Explanation: This commit message reflects a change made within the `Thread` class, similar in style and context to previous commits focused on code migration or reimplementation for improved structure. It indicates that there was an optimization of existing conditional return statements related to thread state checking (similarly how ""Enum"" suffixes were removed). The reference MOE_MIGRATED_REVID suggests this is part of a larger, possibly automated refactoring effort within the codebase as seen in past commits."
ab361ac169bc39524e2b5d9fa1be64a93fef0546,axios_axios,"Expose XHR instance

Fixes gh-<I>","Update httpAdapter to include request object in configuration output for consistency.

Explanation: The provided Git diff shows changes made to two adapter modules (`http` and `xhr`), where both have been updated to pass additional information (request or response objects) into the exported function's returned promise resolution data structure, aiming at standardizing how configuration details are included in responses. Reflective of previous commit messages that focused on specific status codes handling and code normalization for consistency purposes, this message indicates an enhancement to maintain uniformity across modules without referring to issue identifiers or pull requests numbers."
